,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,renovated,zipcode,lat,long,sqft_living15,sqft_lot15,day_of_year
32,461000390,687500.0,4,1.75,2330,5000,1.5,0.0,4,7,820.0,1929,0.0,98117,47.6823,-122.368,1460,5000,175
33,7589200193,535000.0,3,1.0,1090,3000,1.5,0.0,4,8,0.0,1929,0.0,98117,47.6889,-122.375,1570,5080,314
34,7955080270,322500.0,4,2.75,2060,6659,1.0,0.0,3,7,780.0,1981,0.0,98058,47.4276,-122.15700000000001,2020,8720,337
35,9547205180,696000.0,3,2.5,2300,3060,1.5,0.0,3,8,790.0,1930,1.0,98115,47.6827,-122.31,1590,3264,164
36,9435300030,550000.0,4,1.0,1660,34848,1.0,0.0,1,5,730.0,1933,0.0,98052,47.6621,-122.132,2160,11467,148
37,2768000400,640000.0,4,2.0,2360,6000,2.0,0.0,4,8,0.0,1904,0.0,98107,47.6702,-122.36200000000001,1730,4700,364
38,7895500070,240000.0,4,1.0,1220,8075,1.0,0.0,2,7,330.0,1969,0.0,98001,47.3341,-122.28200000000001,1290,7800,44
39,2078500320,605000.0,4,2.5,2620,7553,2.0,0.0,3,8,0.0,1996,0.0,98056,47.5301,-122.18,2620,11884,171
40,5547700270,625000.0,4,2.5,2570,5520,2.0,0.0,3,9,0.0,2000,0.0,98074,47.6145,-122.027,2470,5669,196
41,7766200013,775000.0,4,2.25,4220,24186,1.0,0.0,3,8,1620.0,1984,0.0,98166,47.445,-122.34700000000001,2410,30617,223
42,7203220400,861990.0,5,2.75,3595,5639,2.0,0.0,3,9,0.0,2014,0.0,98053,47.6848,-122.016,3625,5639,188
43,9270200160,685000.0,3,1.0,1570,2280,2.0,0.0,3,7,0.0,1922,0.0,98119,47.6413,-122.36399999999999,1580,2640,301
44,1432701230,309000.0,3,1.0,1280,9656,1.0,0.0,4,6,360.0,1959,0.0,98058,47.4485,-122.175,1340,8808,210
45,8035350320,488000.0,3,2.5,3160,13603,2.0,0.0,3,8,0.0,2003,0.0,98019,47.7443,-121.977,3050,9232,199
46,8945200830,210490.0,3,1.0,990,8528,1.0,0.0,3,6,0.0,1966,0.0,98023,47.3066,-122.37100000000001,1228,8840,84
47,4178300310,785000.0,4,2.5,2290,13416,2.0,0.0,4,9,0.0,1981,0.0,98007,47.6194,-122.15100000000001,2680,13685,197
48,9215400105,450000.0,3,1.75,1250,5963,1.0,0.0,4,7,0.0,1953,0.0,98115,47.6796,-122.301,970,5100,118
49,822039084,1350000.0,3,2.5,2753,65005,1.0,1.0,5,9,588.0,1953,0.0,98070,47.4041,-122.45100000000001,2680,72513,70
50,5245600105,228000.0,3,1.0,1190,9199,1.0,0.0,3,7,0.0,1955,0.0,98148,47.4258,-122.322,1190,9364,259
51,7231300125,345000.0,5,2.5,3150,9134,1.0,0.0,4,8,1510.0,1966,0.0,98056,47.4934,-122.189,1990,9133,48
52,7518505990,600000.0,3,1.75,1410,4080,1.0,0.0,4,7,410.0,1950,0.0,98117,47.6808,-122.384,1410,4080,365
53,3626039271,585000.0,2,1.75,1980,8550,1.0,0.0,3,7,990.0,1981,0.0,98117,47.6989,-122.369,1480,6738,36
54,4217401195,920000.0,5,2.25,2730,6000,1.5,0.0,3,8,600.0,1927,0.0,98105,47.6571,-122.281,2730,6000,62
55,9822700295,885000.0,4,2.5,2830,5000,2.0,0.0,3,9,0.0,1995,0.0,98105,47.6597,-122.29,1950,5000,132
56,9478500640,292500.0,4,2.5,2250,4495,2.0,0.0,3,7,0.0,2008,0.0,98042,47.3663,-122.11399999999999,2250,4500,231
57,2799800710,301000.0,3,2.5,2420,4750,2.0,0.0,3,8,0.0,2003,0.0,98042,47.3663,-122.12200000000001,2690,4750,97
58,7922800400,951000.0,5,3.25,3250,14342,2.0,0.0,4,8,0.0,1968,0.0,98008,47.588,-122.116,2960,11044,239
59,8079040320,430000.0,4,3.0,1850,9976,2.0,0.0,3,8,0.0,1991,0.0,98059,47.5059,-122.149,2270,8542,54
60,1516000055,650000.0,3,2.25,2150,21235,1.0,0.0,4,8,560.0,1959,0.0,98166,47.4336,-122.339,2570,18900,344
61,9558200045,289000.0,3,1.75,1260,8400,1.0,0.0,3,7,0.0,1954,0.0,98148,47.4366,-122.335,1290,8750,240
62,5072410070,505000.0,3,1.75,2519,8690,2.0,0.0,5,8,0.0,1973,0.0,98166,47.4428,-122.344,2500,9500,294
63,9528102996,549000.0,3,1.75,1540,1044,3.0,0.0,3,8,0.0,2014,0.0,98115,47.6765,-122.32,1580,3090,341
64,1189001180,425000.0,3,2.25,1660,6000,1.0,0.0,3,7,550.0,1979,0.0,98122,47.6113,-122.29700000000001,1440,4080,154
65,3253500160,317625.0,3,2.75,2770,3809,1.5,0.0,5,7,1000.0,1925,0.0,98144,47.5747,-122.304,1440,4000,324
66,3394100030,975000.0,4,2.5,2720,11049,2.0,0.0,3,10,0.0,1989,0.0,98004,47.5815,-122.19200000000001,2750,11049,252
67,3717000160,287000.0,4,2.5,2240,4648,2.0,0.0,3,7,0.0,2005,0.0,98001,47.3378,-122.257,2221,4557,282
68,1274500060,204000.0,3,1.0,1000,12070,1.0,0.0,4,7,0.0,1968,0.0,98042,47.3621,-122.11,1010,12635,237
69,1802000060,1330000.0,5,2.25,3200,20158,1.0,0.0,3,8,1600.0,1965,0.0,98004,47.6303,-122.215,3390,20158,163
70,1525059190,1040000.0,5,3.25,4770,50094,1.0,0.0,4,11,1700.0,1973,0.0,98005,47.6525,-122.16,3530,38917,255
71,1049000060,325000.0,3,2.0,1260,5612,1.0,0.0,4,7,0.0,1972,0.0,98034,47.7362,-122.179,1640,4745,5
72,8820901275,571000.0,4,2.0,2750,7807,1.5,0.0,5,7,500.0,1916,0.0,98125,47.7168,-122.287,1510,7807,161
73,5416510140,360000.0,4,2.5,2380,5000,2.0,0.0,3,8,0.0,2005,0.0,98038,47.3608,-122.036,2420,5000,191
74,3444100400,349000.0,3,1.75,1790,50529,1.0,0.0,5,7,700.0,1965,0.0,98042,47.3511,-122.073,1940,50529,75
75,3276920270,832500.0,4,4.0,3430,35102,2.0,0.0,4,10,1040.0,1986,0.0,98075,47.5822,-121.98700000000001,3240,35020,309
76,4036801170,380000.0,4,1.75,1760,7300,1.0,0.0,3,7,880.0,1956,0.0,98008,47.6034,-122.125,1680,7500,286
77,2391600320,480000.0,3,1.0,1040,5060,1.0,0.0,3,7,0.0,1941,0.0,98116,47.5636,-122.39399999999999,890,5060,110
78,6300000287,410000.0,3,1.0,1410,5060,1.0,0.0,4,7,500.0,1956,0.0,98133,47.7073,-122.34,1130,5693,160
79,1531000030,720000.0,4,2.5,3450,39683,2.0,0.0,3,10,0.0,2002,0.0,98010,47.342,-122.025,3350,39750,82
80,5104520400,390000.0,3,2.5,2350,5100,2.0,0.0,3,8,0.0,2003,0.0,98038,47.3512,-122.008,2350,5363,336
81,7437100340,360000.0,4,2.5,1900,5889,2.0,0.0,3,7,0.0,1992,0.0,98038,47.349,-122.031,1870,6405,356
82,9418400240,355000.0,2,1.0,2020,6720,1.0,0.0,3,7,1010.0,1948,0.0,98118,47.5474,-122.291,1720,6720,301
83,1523059105,356000.0,3,1.5,1680,8712,1.0,0.0,3,8,0.0,1964,0.0,98059,47.4811,-122.149,1850,8797,28
84,1133000671,315000.0,3,1.0,960,6634,1.0,0.0,3,6,0.0,1952,0.0,98125,47.7264,-122.31,1570,7203,153
85,4232902595,940000.0,3,1.5,2140,3600,2.0,0.0,3,9,240.0,1925,0.0,98119,47.6337,-122.365,2020,4800,318
86,2599001200,305000.0,5,2.25,2660,8400,1.5,0.0,5,7,0.0,1961,0.0,98092,47.2909,-122.189,1590,8165,307
87,3342103156,461000.0,3,3.25,2770,6278,2.0,0.0,3,9,790.0,2006,0.0,98056,47.5228,-122.199,1900,7349,169
88,1332700270,215000.0,2,2.25,1610,2040,2.0,0.0,4,7,0.0,1979,0.0,98056,47.518,-122.194,1950,2025,139
89,3869900162,335000.0,2,1.75,1030,1066,2.0,0.0,3,7,265.0,2006,0.0,98136,47.5394,-122.387,1030,1106,247
90,2791500270,243500.0,4,2.5,1980,7403,2.0,0.0,3,7,0.0,1988,0.0,98023,47.2897,-122.37200000000001,1980,7510,142
91,5036300431,1100000.0,5,2.75,3520,6353,2.0,0.0,4,10,0.0,2001,0.0,98199,47.6506,-122.391,2520,6250,70
92,4168000060,153000.0,3,1.0,1200,10500,1.0,0.0,3,7,0.0,1962,0.0,98023,47.321999999999996,-122.351,1350,10500,57
93,6021501535,430000.0,3,1.5,1580,5000,1.0,0.0,3,8,290.0,1939,0.0,98117,47.687,-122.38600000000001,1570,4500,206
95,1483300570,905000.0,4,2.5,3300,10250,1.0,0.0,3,7,910.0,1946,1.0,98040,47.5873,-122.249,1950,6045,251
96,3422049190,247500.0,3,1.75,1960,15681,1.0,0.0,3,7,0.0,1967,0.0,98032,47.3576,-122.277,1750,15616,89
97,1099611230,199000.0,4,1.5,1160,6400,1.0,0.0,4,7,0.0,1975,0.0,98023,47.3036,-122.37799999999999,1160,6400,255
98,722079104,314000.0,3,1.75,1810,41800,1.0,0.0,5,7,600.0,1980,0.0,98038,47.4109,-121.958,1650,135036,192
99,7338200240,437500.0,3,2.5,2320,36847,2.0,0.0,3,9,0.0,1992,0.0,98045,47.4838,-121.714,2550,35065,136
100,1952200240,850830.0,3,2.5,2070,13241,1.5,0.0,5,9,800.0,1910,0.0,98102,47.6415,-122.315,2200,4500,162
101,5200100125,555000.0,3,2.0,1980,3478,1.5,0.0,4,7,540.0,1929,0.0,98117,47.6775,-122.37200000000001,1610,3478,300
102,7214720075,699950.0,3,2.25,2190,107593,2.0,0.0,4,8,0.0,1983,0.0,98077,47.7731,-122.08,2570,47777,346
103,2450000295,1090000.0,3,2.5,2920,8113,2.0,0.0,3,8,0.0,1950,1.0,98004,47.5814,-122.196,2370,8113,280
104,6197800045,290000.0,3,1.0,1210,33919,1.0,0.0,3,7,0.0,1954,0.0,98058,47.4375,-122.184,1640,14910,267
105,1328310370,375000.0,3,2.5,2340,10005,1.0,0.0,4,8,880.0,1978,0.0,98058,47.4431,-122.133,2250,8162,92
106,546000875,460000.0,3,1.0,1670,4005,1.5,0.0,4,7,500.0,1939,0.0,98117,47.6878,-122.38,1240,4005,143
107,3530510041,188500.0,2,1.75,1240,2493,1.0,0.0,4,8,0.0,1985,0.0,98198,47.3813,-122.322,1270,4966,204
108,1853000400,680000.0,4,2.5,3140,28037,2.0,0.0,4,10,0.0,1991,0.0,98077,47.7304,-122.08200000000001,2990,35001,64
109,3134100116,470000.0,5,1.75,2030,12342,2.0,0.0,4,7,0.0,1942,0.0,98052,47.6417,-122.109,2500,9433,239
110,9545230140,597750.0,4,2.5,2310,9624,2.0,0.0,3,8,0.0,1984,0.0,98027,47.5386,-122.053,1940,9636,206
111,3362400511,570000.0,3,1.75,1260,3328,1.0,0.0,5,6,560.0,1905,0.0,98103,47.6823,-122.34899999999999,1380,3536,63
112,2525310310,272500.0,3,1.75,1540,12600,1.0,0.0,4,7,0.0,1980,0.0,98038,47.3624,-122.031,1540,11656,259
113,6126500060,329950.0,3,1.75,2080,5969,1.0,0.0,3,7,1000.0,1971,0.0,98108,47.5474,-122.295,2090,5500,328
114,8961960160,480000.0,4,2.5,3230,16171,2.0,0.0,3,9,710.0,2001,0.0,98001,47.3183,-122.25299999999999,2640,8517,301
115,3626039325,740500.0,3,3.5,4380,6350,2.0,0.0,3,8,0.0,1900,0.0,98117,47.6981,-122.368,1830,6350,325
116,3362400431,518500.0,3,3.5,1590,1102,3.0,0.0,3,8,0.0,2010,0.0,98103,47.6824,-122.34700000000001,1620,3166,177
117,4060000240,205425.0,2,1.0,880,6780,1.0,0.0,4,6,0.0,1945,0.0,98178,47.5009,-122.24799999999999,1190,6780,174
118,3454800060,171800.0,4,2.0,1570,9600,1.0,0.0,3,6,0.0,1950,0.0,98168,47.4965,-122.303,1880,9000,8
119,1695900060,535000.0,4,1.0,1610,2982,1.5,0.0,4,7,0.0,1925,0.0,98144,47.586999999999996,-122.294,1610,4040,131
120,7278700070,660000.0,3,2.5,2400,6474,1.0,0.0,3,8,840.0,1964,0.0,98177,47.7728,-122.38600000000001,2340,10856,2
121,6675500070,391500.0,3,2.0,1450,9132,1.0,0.0,3,7,0.0,1987,0.0,98034,47.7288,-122.226,1580,9104,323
122,3626039187,395000.0,2,1.0,770,6000,1.0,0.0,3,6,0.0,1953,0.0,98117,47.6999,-122.36399999999999,1710,6000,96
123,3524049083,445000.0,4,1.75,2100,4400,1.5,0.0,5,7,380.0,1924,0.0,98118,47.5299,-122.266,1850,4400,308
124,3275860240,770000.0,3,2.25,2910,10204,2.0,0.0,3,9,0.0,1990,0.0,98052,47.6897,-122.098,2700,13992,169
125,4389200955,1450000.0,4,2.75,2750,17789,1.5,0.0,3,8,770.0,1914,1.0,98004,47.6141,-122.212,3060,11275,61
126,4058801670,445000.0,3,2.25,2100,8201,1.0,0.0,3,8,480.0,1967,0.0,98178,47.5091,-122.244,2660,8712,198
127,8732020310,260000.0,4,2.25,2160,8811,1.0,0.0,3,8,800.0,1978,0.0,98023,47.3129,-122.39,2090,8400,198
128,2331300505,822500.0,5,3.5,2320,4960,2.0,0.0,5,7,600.0,1926,0.0,98103,47.6763,-122.352,1700,4960,164
129,7853210060,430000.0,4,2.5,2070,4310,2.0,0.0,3,7,0.0,2004,0.0,98065,47.5319,-121.85,1970,3748,96
130,3668000070,212000.0,3,1.75,1060,7875,1.0,0.0,4,7,0.0,1986,0.0,98092,47.2761,-122.152,1420,7680,5
131,9545240070,660500.0,4,2.25,2010,9603,1.0,0.0,3,8,570.0,1986,0.0,98027,47.5343,-122.054,2060,9793,118
132,1243100136,784000.0,3,3.5,3950,111078,1.5,0.0,3,9,1490.0,1989,0.0,98052,47.696999999999996,-122.072,2480,88500,163
133,8929000270,453246.0,3,2.5,2010,2287,2.0,0.0,3,8,620.0,2014,0.0,98029,47.5517,-121.99799999999999,1690,1662,132
134,2767602356,675000.0,4,3.5,2140,2278,3.0,0.0,3,9,0.0,2005,0.0,98107,47.6734,-122.38,1540,2285,26
135,921049315,199000.0,3,1.75,1320,17390,1.0,0.0,4,7,0.0,1956,0.0,98003,47.3257,-122.296,1550,19265,225
136,3655000070,220000.0,4,1.75,2020,7840,1.0,0.0,3,7,1010.0,1968,0.0,98003,47.3309,-122.29899999999999,1750,8140,217
137,4027700812,452000.0,4,2.25,2590,10002,1.0,0.0,4,8,1250.0,1968,0.0,98028,47.7689,-122.266,1550,10436,149
138,3992700335,382500.0,2,1.0,1190,4440,1.0,0.0,3,6,0.0,1981,0.0,98125,47.7135,-122.287,1060,5715,188
139,2767603505,519950.0,3,2.25,1170,1249,3.0,0.0,3,8,0.0,2014,0.0,98107,47.6722,-122.381,1350,1310,127
140,4232901525,665000.0,2,1.0,1110,3200,1.0,0.0,3,7,0.0,1925,0.0,98119,47.6338,-122.35799999999999,1170,3600,178
141,1777500060,527700.0,5,2.5,2820,9375,1.0,0.0,4,8,1270.0,1968,0.0,98006,47.5707,-122.12799999999999,2820,9375,189
142,1432900240,205000.0,3,1.0,1610,8579,1.0,0.0,4,7,600.0,1962,0.0,98058,47.4563,-122.171,1610,8579,128
143,6140100875,420000.0,3,1.0,1060,8097,1.0,0.0,4,7,120.0,1923,0.0,98133,47.7144,-122.351,1560,7940,105
144,6071600370,500000.0,4,2.25,2030,8517,1.0,0.0,4,8,650.0,1961,0.0,98006,47.5495,-122.17399999999999,2230,8824,58
145,1526069017,921500.0,4,2.5,3670,315374,2.0,0.0,4,9,0.0,1994,0.0,98077,47.7421,-122.02600000000001,2840,87991,337
146,809001525,890000.0,4,1.0,2550,4000,2.0,0.0,3,8,180.0,1905,0.0,98109,47.6354,-122.353,2200,4000,176
147,3224079105,430000.0,2,2.5,2420,60984,2.0,0.0,3,7,0.0,2007,0.0,98027,47.5262,-121.943,1940,193842,218
148,8075400570,258000.0,5,2.0,2260,12500,1.0,0.0,4,8,1130.0,1960,0.0,98032,47.3887,-122.286,1360,18000,303
149,1994200024,511000.0,3,1.0,1430,3455,1.0,0.0,3,7,450.0,1947,0.0,98103,47.6873,-122.336,1450,4599,308
150,3362900810,532170.0,3,2.0,1360,3090,2.0,0.0,3,8,0.0,1990,0.0,98103,47.6838,-122.353,1500,3090,232
151,1324300398,560000.0,3,1.0,1110,5000,1.5,0.0,3,7,0.0,1947,0.0,98107,47.655,-122.359,1420,5000,99
152,537000445,282950.0,3,1.0,1250,8200,1.0,0.0,4,7,0.0,1954,0.0,98003,47.3255,-122.304,1680,8633,90
153,7855801670,2250000.0,4,3.25,5180,19850,2.0,0.0,3,12,1640.0,2006,0.0,98006,47.562,-122.162,3160,9750,91
154,7920100045,350000.0,1,1.0,700,5100,1.0,0.0,3,7,0.0,1942,0.0,98115,47.678999999999995,-122.3,1010,5100,136
155,8960000030,215000.0,3,1.0,1180,7669,1.0,0.0,4,7,0.0,1967,0.0,98058,47.4479,-122.176,1190,7669,209
156,6388930390,650000.0,5,3.5,3960,25245,2.0,0.0,3,9,1460.0,1996,0.0,98056,47.525,-122.17200000000001,2640,13675,324
157,8731900200,320000.0,4,2.75,2640,7500,1.0,0.0,3,8,1020.0,1967,0.0,98023,47.3135,-122.369,1980,7875,219
158,8029200135,247000.0,3,2.0,1270,7198,1.5,0.0,3,7,0.0,1916,1.0,98022,47.2086,-121.99600000000001,1160,7198,317
159,1081200350,320000.0,4,1.75,1760,11180,1.0,0.0,4,8,0.0,1968,0.0,98059,47.4715,-122.118,1730,11180,276
160,84000105,255000.0,5,2.25,2060,8632,1.0,0.0,3,7,1030.0,1962,0.0,98146,47.4877,-122.335,1010,11680,127
161,3756500060,438000.0,3,1.75,1780,9660,1.0,0.0,3,7,0.0,1962,0.0,98034,47.7171,-122.193,1200,9660,68
162,7215720160,900000.0,3,2.5,3400,16603,2.0,0.0,3,10,0.0,2000,0.0,98075,47.6012,-122.023,3400,12601,63
163,3574800520,441000.0,3,2.75,1910,7280,1.0,0.0,3,7,750.0,1979,0.0,98034,47.7319,-122.22399999999999,1710,8152,171
164,2617300160,420000.0,3,2.0,2020,38332,1.0,0.0,4,7,1010.0,1975,0.0,98027,47.4582,-122.023,2110,36590,224
165,2558660270,370000.0,3,1.75,1580,7000,1.0,0.0,3,7,400.0,1976,0.0,98034,47.7209,-122.16799999999999,1640,7500,342
166,2009000370,269950.0,2,1.75,1340,7250,1.0,0.0,5,5,640.0,1949,0.0,98198,47.408,-122.32700000000001,1830,9750,50
167,1836980160,807100.0,4,2.5,2680,4499,2.0,0.0,3,9,0.0,1999,0.0,98006,47.565,-122.125,2920,4500,83
168,3261020370,653000.0,3,2.5,2680,9750,1.0,0.0,4,8,1070.0,1979,0.0,98034,47.7028,-122.23100000000001,2480,8750,156
169,1755700060,371500.0,3,2.0,1370,8336,1.0,0.0,5,7,0.0,1964,0.0,98133,47.7458,-122.331,1770,7288,162
170,4330600435,284000.0,3,1.75,1560,21000,1.0,0.0,3,7,0.0,1954,0.0,98166,47.4776,-122.337,1070,7920,75
171,9542800700,272000.0,3,1.75,2160,7140,1.0,0.0,4,7,490.0,1978,0.0,98023,47.3026,-122.374,1930,7350,2
172,1999700045,313000.0,3,1.5,1340,7912,1.5,0.0,3,7,0.0,1955,0.0,98133,47.7658,-122.339,1480,7940,122
173,1762600070,917500.0,4,2.5,3880,35003,2.0,0.0,3,10,1310.0,1984,0.0,98033,47.6477,-122.182,3740,35230,16
174,1687900520,673000.0,4,2.25,2590,8190,2.0,0.0,4,8,0.0,1980,0.0,98006,47.5619,-122.125,2260,8335,272
175,7234600798,425000.0,3,2.5,1120,1100,2.0,0.0,3,8,300.0,2008,0.0,98122,47.6106,-122.31,1590,1795,41
176,3881900445,399950.0,5,2.75,1970,5400,1.0,0.0,3,7,650.0,1986,0.0,98144,47.5868,-122.30799999999999,1280,2150,190
177,2254502445,385000.0,3,1.0,1220,4800,1.0,0.0,3,6,0.0,1901,0.0,98122,47.6101,-122.307,1200,4800,150
178,5437810320,269950.0,3,1.5,1950,7560,1.0,0.0,4,7,630.0,1975,0.0,98022,47.1976,-121.999,1950,8941,321
179,9158100075,330000.0,2,1.0,1350,8220,1.0,0.0,3,7,290.0,1949,0.0,98177,47.7224,-122.35799999999999,1540,8280,7
180,3830630310,260000.0,3,2.5,1670,5797,2.0,0.0,3,7,0.0,1988,0.0,98030,47.3505,-122.179,1670,6183,206
181,8123100045,470000.0,4,3.0,2380,5125,1.5,0.0,4,7,700.0,1925,0.0,98126,47.5384,-122.376,1410,5375,104
182,3127200041,589000.0,4,3.0,2440,9600,2.0,0.0,5,7,0.0,1961,0.0,98034,47.7044,-122.2,2290,9600,164
183,6661200320,163500.0,2,1.5,1050,3419,2.0,0.0,3,7,0.0,1996,0.0,98038,47.3848,-122.039,1050,3417,204
184,11510310,835000.0,4,2.75,3130,13412,2.0,0.0,3,9,990.0,1993,0.0,98052,47.6993,-122.102,2260,9984,248
185,825059270,1100000.0,5,3.0,4090,12850,1.0,0.0,4,10,2000.0,1986,0.0,98033,47.6627,-122.18799999999999,2540,10270,325
186,8731951370,269000.0,4,1.75,1490,10000,1.0,0.0,4,8,390.0,1969,0.0,98023,47.3099,-122.37899999999999,2190,8910,105
187,1954440060,560000.0,3,2.5,1900,8744,2.0,0.0,3,8,0.0,1987,0.0,98074,47.62,-122.04299999999999,2030,8744,125
188,2264500350,615000.0,4,1.0,1330,2400,1.5,0.0,4,6,0.0,1901,0.0,98103,47.65,-122.34,1330,4400,108
189,1115810060,585188.0,3,2.25,2230,10026,1.0,0.0,3,8,800.0,1975,0.0,98052,47.6647,-122.15299999999999,2230,9340,339
190,9477200200,305000.0,3,1.75,1650,9480,1.0,0.0,3,7,430.0,1977,0.0,98034,47.726000000000006,-122.191,1540,8400,230
191,1432600560,166950.0,3,1.0,1190,8820,1.0,0.0,3,6,0.0,1959,0.0,98058,47.4616,-122.184,1230,7980,309
192,2287000060,799000.0,3,2.5,2140,9897,1.0,0.0,4,8,0.0,1959,0.0,98040,47.5505,-122.219,2680,10083,255
193,3663500060,400000.0,3,2.5,2180,7508,1.0,0.0,4,7,760.0,1962,0.0,98133,47.7606,-122.336,1900,7818,176
194,3996900125,230000.0,3,1.0,1060,10228,1.0,0.0,3,7,0.0,1948,0.0,98155,47.7481,-122.3,1570,10228,335
195,7796450200,256883.0,3,2.5,1690,5025,2.0,0.0,3,8,0.0,2003,0.0,98023,47.2779,-122.34700000000001,2550,5001,135
196,7549802535,423000.0,4,2.0,1970,6480,1.5,0.0,5,7,840.0,1920,0.0,98108,47.5511,-122.31200000000001,1500,6480,315
197,3278600320,465000.0,3,2.5,2150,4084,2.0,0.0,3,8,0.0,2007,0.0,98126,47.5488,-122.37200000000001,1750,2385,204
198,2824079053,440000.0,3,2.5,1910,66211,2.0,0.0,3,7,0.0,1997,0.0,98024,47.5385,-121.911,2330,67268,13
199,1222069094,385000.0,3,1.75,1350,155073,1.0,0.0,4,7,0.0,1969,0.0,98038,47.4058,-121.994,1560,50965,287
